Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS Apache RTR 160 4V,4.4,Best Looking bike with bs6 engine  ,5,The BS-VI version continues to be as good before. The bike looks even greater than earlier. TVS has ensured that the performance doesn’t suffer at the cost of emission.  The engine now is smoother with barely any vibrations event at a higher rpm. The pricing too is a killer.
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V – the well deserved changes are welcomed,5,"The TVS Apache RTR 160 4V is very much likable for the fact that it looks exactly like the 200cc counterpart, with a more economic engine and better seating comfort over the latter, which is a boon for commuters on a daily basis."
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V,3,"Great pickup and sporty performance. But on the flip side, the 160V suffers from engine vibrations. Also, it’s not much comfort for long rides. There’s also an engine overheating problem. "
TVS Apache RTR 160 4V,4.4,Superb performance bike.,5,"Superb performance bike, mileage of this bike is good and performance is superb."
TVS Apache RTR 160 4V,4.4,Best bike ever.,5,"Superb performance bike, the bike good fuel economy and superb performance."
TVS Radeon,4.5,This bike made me better judge/ selector,5,Tvs radeon is better from all angles than other bikes..but i feel if its height becomes same as of splendor or adjustsble then it can lead all bikes in market....
TVS Apache RTR 160 4V,4.4,Amazing bike and Good Performance,4,"Very good bike in 160cc, after using it for 3 months 3000kms. Performance is very good with 40kmpl average. The highest speed I went to is about 115 but it was smooth n ready for pick up more  Headlight should have been led. I used to have Yamaha fzs. Which is same as TVS Apache 160 4v. If u compare with FSZ then FZS is 20 and Apache is 19. With very little difference. "
TVS Apache RTR 160 4V,4.4,Rider bike,5,It's premium design gives a awesome look.Overall performance and looks make the bike special.So the bike is for the rider like me.
TVS Radeon,4.5,TVS radeon,5,Bike look is excellent and having nice  side pads to tank . 
TVS Radeon,4.5,excellent bike of 2018,5,"the best bike of 2018. I am running since last 20 days and it run 550 km, 1st service is due now, millage looks to be more than 65 km per liter that is excellent, company has not provided side stand buzzer, and tool box/ first aid box is not there, but overall very good strong, comfortable and economical"
TVS Apache RTR 160 4V,4.4,Great bike.,5,The bike really amazing with great experience.
TVS Radeon,4.5,TVS radeon be Ready always to Ride with comfort and don&#39;t worry about petrol . ,5,"Good bike to ride in city , highway . Nice look side pads to tank is good looking , Nice seating comfort and nice cushion and cover is good quality . length bike, never worry about mileage good mileage in city . Good pickup . "
TVS Radeon,4.5,Tvs Radeon bike is super,5,TVS Radeon bike is super Indian bike. I like Radeon
TVS Radeon,4.5,The best tvs bike,5,A very good bike best bike for value of money. Rhe best value of money. The best look ever. 
TVS Radeon,4.5,Tvs ki best bike,5,Tvs ki best bike h ab tak ki sbhi 100cc aur 125  mein se.
TVS Radeon,4.5,Total best bike suprb..,5,"Best suspension , best seat , best led drl , total best bike "
TVS Radeon,4.5,Ti vs Radeon best bike I am ramashray Varanasi.,5,Very nice bike with fantastic looking and great sound and with 
TVS Apache RTR 160 4V,4.4,Awesome bike.,5,Ultimate bike with an amazing performance. Best for the city and long trip rides as it has a satisfying handling.
TVS Apache RTR 160 4V,4.4,Great bike.,4,Amazing speed and mileage.
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V BS-6 - Better in many ways than the BS-4 model,5,"I just took a test ride of the updated BS-6 compliant TVS Apache RTR 160 4V today. Having already ridden the BS-4 model in the past, I still couldn’t find much difference in the power pickup. Nevertheless, the new LED headlamp looks stunning and gives the bike a muscular look."
TVS Apache RTR 160 4V,4.4,Great looks.,5,It has an amazing look with beautiful graphics. The look of the headlight is better when compared to other bikes in the segment. The honking sounds are unique and attractive.
TVS Apache RTR 160 4V,4.4,The best bike in its segment.,4,I have driven the bike for almost 3 months and this bike made these past months memorable for me. The looks and the power is commendable.
TVS Apache RTR 160 4V,4.4,Amazing experience.,5,It's amazing in driving and balance is like MIG20 Indian Airforce Fighter Plane.
TVS Apache RTR 160 4V,4.4,Great bike.,4,Great bike as the controlling power is amazing. Highly recommended.
TVS Apache RTR 160 4V,4.4,Amazing bike.,5,Superb performance and value for money bike. Amazing mileage it churns.
TVS Apache RTR 160 4V,4.4,Amazing experience.,5,"Very nice riding experience, great speed, amazing control."
TVS Apache RTR 160 4V,4.4,The top class pickup.,5,Nice bike with a top-class pickup and the engine is so powerful when compared to others in the segment. The overall look is very excellent.
TVS Apache RTR 160 4V,4.4,Best version of the year 2019 Bikes,5,Good riding with the anti-lock braking system and good looking for riding on bike love this blue colour and update version than old version good mileage well screen display well seat locker space and wheels and speed bike.
TVS Apache RTR 160 4V,4.4,Awesome bike.,5,Very nice riding experience with smooth driving and easy pickup. It's braking and fuel system is awesome.
TVS Apache RTR 160 4V,4.4,Great bike.,5,Nice pickup and great speed with ultimate performance.
TVS Apache RTR 160 4V,4.4,Good performance with poor fuel economy,4,"My TVS Apache RTR 160 4V is with me since January 2019 and honestly speaking, the bike hasn’t created an issue for me yet. Its engine is very refined and the ride quality as a whole is very good due to high-quality suspension and a comfort seat. The only problem is the low fuel economy of 36-38kmpl."
TVS Apache RTR 160 4V,4.4,The powerful bike.,5,I think TVS Apache RTR 160 4V is one of the best racing and powerful bike in India at this price.
TVS Apache RTR 160 4V,4.4,Not Worth It.,1,Last year I purchased this bike. I have faced a lot of problems. Showroom services are not good. Pickup and starting problem and the digital meter doesn't work. The petrol tank lock is also not working etc.
TVS Apache RTR 160 4V,4.4,Favorite Bike - TVS Apache RTR 160 4V,5,My favorite bike is TVS Apache RTR 160 4V. It is nice looking bike. 
TVS Apache RTR 160 4V,4.4,Excellent Bike - TVS Apache RTR 160 4V,5,One of the best bike in 150-160 segment with good (40-45 kmpl ) mileage and refined engine.
TVS Apache RTR 160 4V,4.4,Fabulous Bike - TVS Apache RTR 160 4V,5,Fabulous bike color are so good it must be high-speed braking system is powerful. TVS Apache RTR 160 4V is awesome. 
TVS Apache RTR 160 4V,4.4,Best performance ,5,The performance of the bike is amazing and there are zero negative points about the bike. 
TVS Apache RTR 160 4V,4.4,Amazing experience.,5,"TVS APACHE RTR 160 4V is an awesome bike. It has quite a powerful engine, a very smooth while riding and great handling. This bike is really worth of money 👍👍"
TVS Apache RTR 160 4V,4.4,Best performance ever.,5,Amazing experience with the bike. Highly recommended.
TVS Apache RTR 160 4V,4.4,Nice Bike - TVS Apache RTR 160 4V,5,This is a good bike for running and I am so happy because I buy this bike. This bike is good looking and fantastic. 
TVS Apache RTR 160 4V,4.4,Facing trouoble with the bike.,5,I am facing this weird problem with my TVS Apache RTR 160 4V of instrument cluster flickering. It is not regular but every once in awhile the instrument cluster of my TVS Apache RTR 160 4V starts flickering and even shuts down for a few seconds.
TVS Apache RTR 160 4V,4.4,Great bike,4,My TVS Apache RTR 160 Race Edition dual-disc is simply stunning. The orange accents further enhance the overall appearance of the motorcycle. The performance is also very good as I have touched even 115 kmph with the bike. The only problem for me is the vibrations which start creeping in as soon as I cross 80 kmph.
TVS Apache RTR 160 4V,4.4,Excellent.,5,The pick-up and mileage fo the vehicle is Excellent. Breaking is very very superb. Engine voice is very low. It is an amazing experience to drive this vehicle.
TVS Apache RTR 160 4V,4.4,Apache 160 4v - 1 month usage review,4,"Used for one month, 650km engine refinement is good when compared to the previous version. Braking should be better. Excellent gear shift, best in class. Awesome handling in traffic, instant pickup. Mileage - 40-42kmpl, may increase after the first service."
TVS Apache RTR 160 4V,4.4,Nice bike,5,The bike is very nice. The mileage is up to the mark and is a very smooth bike. Handling is very comfortable.
TVS Apache RTR 160 4V,4.4,An awesome bike.,5,Very smooth drive. Its disc brake is amazing.
TVS Apache RTR 160 4V,4.4,Mileage is not up to the mark.,3,"Amazing speed and performance so far. The suspension is also wonderful, however, I have given 3 stars due to its mileage which is very less and 30kmpl is not up to the mark."
